id,description
C-607/18 P-OST,"Order of 1 July 2021, NKT Verwaltung and NKT / Commission (C-607/18 P-OST) ECLI:EU:C:2021:537"
C-608/18 P,"Order of 30 April 2020, Cyprus / EUIPO (C-608/18 P, C-609/18 P and C-767/18 P) ECLI:EU:C:2020:347"
C-609/18 P,"Cyprus / EUIPO (C-609/18 P) , see Case  C-608/18 P"
C-610/18,"Judgment of 16 July 2020, AFMB and others (C-610/18, Publié au Recueil numérique) ECLI:EU:C:2020:565"
C-611/18 P,"Judgment of 28 October 2020, Pirelli & C. / Commission (C-611/18 P) ECLI:EU:C:2020:868"
C-612/18 P,"Judgment of 19 March 2020, ClientEarth / Commission (C-612/18 P) ECLI:EU:C:2020:223"
C-613/18,"Order of 21 January 2020, Canadá (C-613/18) ECLI:EU:C:2020:19"
C-614/18,"Removed from the register on 11 February 2019, Commission / Slovakia (C-614/18) ECLI:EU:C:2019:142"
C-615/18,"Judgment of 14 May 2020, Staatsanwaltschaft Offenburg (C-615/18, Publié au Recueil numérique) ECLI:EU:C:2020:376"
C-616/18,"Removed from the register on 2 March 2020, Cofidis (C-616/18) ECLI:EU:C:2020:182"
C-617/18,"Removed from the register   , Globalcaja (C-617/18) ECLI:EU:C:2019:70"
C-618/18,"Order of 17 December 2019, Di Girolamo (C-618/18) ECLI:EU:C:2019:1090"
C-619/18,"Order of 15 November 2018, Commission / Poland (C-619/18, Publié au Recueil numérique) ECLI:EU:C:2018:910"
C-619/18 R,"Order of 17 December 2018, Commission / Poland (C-619/18 R) ECLI:EU:C:2018:1021"
C-619/18,"Judgment of 24 June 2019, Commission / Poland (Independence of the Supreme Court) (C-619/18, Publié au Recueil numérique) ECLI:EU:C:2019:531"
C-619/18 R-REC,"Order of 2 July 2019, Commission / Poland (C-619/18 R-REC, Publié au Recueil numérique) ECLI:EU:C:2019:575"
C-619/18 REC,"Order of 11 July 2019, Commission / Poland (C-619/18 REC, Publié au Recueil numérique) ECLI:EU:C:2019:615"
C-620/18,"Judgment of 8 December 2020, Hungary / Parliament and Council (C-620/18, Publié au Recueil numérique) ECLI:EU:C:2020:1001"
C-621/18,"Order of 19 October 2018, Wightman and others (C-621/18, Publié au Recueil numérique) ECLI:EU:C:2018:851"
C-621/18,"Judgment of 10 December 2018, Wightman and others (C-621/18) ECLI:EU:C:2018:999"
C-622/18,"Judgment of 26 March 2020, Cooper International Spirits and others (C-622/18) ECLI:EU:C:2020:241"
C-623/18,"Order of 6 October 2020, Prokuratura Rejonowa w Słubicach (C-623/18) ECLI:EU:C:2020:800"
C-624/18,"CP (Independence of the Disciplinary Chamber of the Supreme Court) (C-624/18) , see Case  C-585/18"
C-625/18,"DO (Independence of the Disciplinary Chamber of the Supreme Court) (C-625/18) , see Case  C-585/18"
C-626/18,"Judgment of 8 December 2020, Poland / Parliament and Council (C-626/18, Publié au Recueil numérique) ECLI:EU:C:2020:1000"
C-627/18,"Judgment of 30 April 2020, Nelson Antunes da Cunha (C-627/18, Publié au Recueil numérique) ECLI:EU:C:2020:321"
C-628/18,"Judgment of 13 January 2021, Commission / Slovenia (MiFID II) (C-628/18, Publié au Recueil numérique) ECLI:EU:C:2021:1"
C-629/18,"Removed from the register on 10 September 2019, Ryanair (C-629/18) ECLI:EU:C:2019:771"
C-630/18,"Removed from the register on 15 November 2018, Deutsche Lufthansa (C-630/18) ECLI:EU:C:2018:998"
C-631/18,"Judgment of 13 January 2021, Commission / Slovenia (Directive déléguée MiFID II) (C-631/18, Publié au Recueil numérique) ECLI:EU:C:2021:2"
C-632/18,"Judgment of 3 October 2019, Fonds du Logement de la Région de Bruxelles-Capitale (C-632/18) ECLI:EU:C:2019:833"
C-633/18,"Removed from the register on 10 May 2019, Apple Distribution International / Commission (C-633/18) ECLI:EU:C:2019:455"
C-634/18,"Judgment of 11 June 2020, Prokuratura Rejonowa w Słupsku (C-634/18, Publié au Recueil numérique) ECLI:EU:C:2020:455"
C-635/18,"Judgment of 3 June 2021, Commission / Germany (Valeurs limites - NO2) (C-635/18) ECLI:EU:C:2021:437"
C-636/18,"Judgment of 24 October 2019, Commission / France (Exceedance of limit values ​​for nitrogen dioxide) (C-636/18, Publié au Recueil numérique) ECLI:EU:C:2019:900"
C-637/18,"Judgment of 3 February 2021, Commission / Hungary (Valeurs limites - PM10) (C-637/18) ECLI:EU:C:2021:92"
C-638/18,"Judgment of 30 April 2020, Commission / Romania (Exceedance of the limit values for PM10) (C-638/18) ECLI:EU:C:2020:334"
C-639/18,"Judgment of 18 June 2020, Sparkasse Südholstein (C-639/18, Publié au Recueil numérique) ECLI:EU:C:2020:477"
C-640/18,"Judgment of 23 April 2020, Wagram Invest (C-640/18, Publié au Recueil numérique) ECLI:EU:C:2020:293"
C-641/18,"Judgment of 7 May 2020, Rina (C-641/18, Publié au Recueil numérique) ECLI:EU:C:2020:349"
C-642/18,"Judgment of 5 December 2019, Commission / Spain (Waste management plans) (C-642/18, Publié au Recueil numérique) ECLI:EU:C:2019:1051"
C-643/18,"Removed from the register on 12 April 2019, British Airways (C-643/18) ECLI:EU:C:2019:430"
C-644/18,"Judgment of 10 November 2020, Commission / Italy (Valeurs limites - PM10) (C-644/18, Publié au Recueil numérique) ECLI:EU:C:2020:895"
C-645/18,"Order of 19 December 2019, Bezirkshauptmannschaft Hartberg-Fürstenfeld (C-645/18) ECLI:EU:C:2019:1108"
C-646/18,"Order of 11 April 2019, Ryanair (C-646/18) ECLI:EU:C:2019:330"
C-647/18,"Order of 15 January 2020, Corporate Commercial Bank (C-647/18) ECLI:EU:C:2020:13"
C-648/18,"Judgment of 17 September 2020, Hidroelectrica (C-648/18, Publié au Recueil numérique) ECLI:EU:C:2020:723"
C-649/18,"Judgment of 1 October 2020, A (Advertising and sale of medicinal products online) (C-649/18, Publié au Recueil numérique) ECLI:EU:C:2020:764"
C-650/18,"Judgment of 3 June 2021, Hungary / Parliament (C-650/18, Publié au Recueil numérique) ECLI:EU:C:2021:426"
C-651/18,"Order of 11 July 2019, Jadransko osiguranje (C-651/18) ECLI:EU:C:2019:613"
C-652/18,"Order of 3 October 2019, Mitnitsa Burgas (C-652/18) ECLI:EU:C:2019:818"
C-653/18,"Judgment of 17 October 2019, Unitel (C-653/18) ECLI:EU:C:2019:876"
C-654/18,"Judgment of 28 May 2020, Interseroh (C-654/18, Publié au Recueil numérique) ECLI:EU:C:2020:398"
C-655/18,"Judgment of 4 March 2020, Schenker (C-655/18) ECLI:EU:C:2020:157"
C-656/18,"Removed from the register on 7 November 2018, F. (C-656/18) ECLI:EU:C:2018:924"
C-657/18,"Order of 11 April 2019, Hrvatska radiotelevizija (C-657/18) ECLI:EU:C:2019:304"
C-658/18,"Judgment of 16 July 2020, Governo della Repubblica italiana (Status of Italian Magistrates) (C-658/18, Publié au Recueil numérique) ECLI:EU:C:2020:572"
C-659/18,"Judgment of 12 March 2020, VW (Right of access to a lawyer in the event of non-appearance) (C-659/18, Publié au Recueil numérique) ECLI:EU:C:2020:201"
C-660/18,"Removed from the register on 8 February 2019, Sundair (C-660/18) ECLI:EU:C:2019:132"
C-661/18,"Judgment of 30 April 2020, CTT - Correios de Portugal (C-661/18, Publié au Recueil numérique) ECLI:EU:C:2020:335"
C-662/18,"Judgment of 18 September 2019, Ministre de l'Action and des Comptes publics (Capital gain relating to the exchange of securities) (C-662/18 and C-672/18, Publié au Recueil numérique) ECLI:EU:C:2019:750"
C-663/18,"Judgment of 19 November 2020, B S and C A [Commercialisation du cannabidiol (CBD)] (C-663/18, Publié au Recueil numérique) ECLI:EU:C:2020:938"
C-664/18,"Judgment of 4 March 2021, Commission / United Kingdom (Valeurs limites - NO2) (C-664/18) ECLI:EU:C:2021:171"
C-665/18,"Order of 4 June 2019, Pólus Vegas (C-665/18) ECLI:EU:C:2019:477"
C-666/18,"Judgment of 18 December 2019, IT Development (C-666/18) ECLI:EU:C:2019:1099"
C-667/18,"Judgment of 14 May 2020, Orde van Vlaamse Balies and Ordre des barreaux francophones and germanophone (C-667/18, Publié au Recueil numérique) ECLI:EU:C:2020:372"
C-668/18,"Removed from the register on 3 December 2019, Uniparst (C-668/18) ECLI:EU:C:2019:1093"
C-669/18 P,"Order of 27 February 2019, Adis Higiene / EUIPO (C-669/18 P) ECLI:EU:C:2019:147"
C-670/18,"Judgment of 2 April 2020, Comune di Gesturi (C-670/18, Publié au Recueil numérique) ECLI:EU:C:2020:272"
C-671/18,"Judgment of 5 December 2019, Centraal Justitieel Incassobureau (Recognition and enforcement of financial penalties) (C-671/18, Publié au Recueil numérique) ECLI:EU:C:2019:1054"
C-672/18,"Ministre de l'Action and des Comptes publics (Capital gain relating to the exchange of securities) (C-672/18) , see Case  C-662/18"
C-673/18,"Judgment of 9 July 2020, Santen (C-673/18, Publié au Recueil numérique) ECLI:EU:C:2020:531"
C-674/18,"Judgment of 9 September 2020, TMD Friction (C-674/18 and C-675/18, Publié au Recueil numérique) ECLI:EU:C:2020:682"
C-675/18,"TMD Friction EsCo (C-675/18) , see Case  C-674/18"
C-676/18,"Removed from the register on 3 December 2019, Commission / Belgium (C-676/18) ECLI:EU:C:2019:1089"
C-677/18,"Judgment of 19 December 2019, Amoena (C-677/18) ECLI:EU:C:2019:1142"
C-678/18,"Judgment of 21 November 2019, Procureur-Generaal bij de Hoge Raad der Nederlanden (C-678/18) ECLI:EU:C:2019:998"
C-679/18,"Judgment of 5 March 2020, OPR-Finance (C-679/18) ECLI:EU:C:2020:167"
C-680/18,"Order of 11 April 2019, HJ (C-680/18) ECLI:EU:C:2019:307"
C-681/18,"Judgment of 14 October 2020, KG (Missions successives dans le cadre du travail intérimaire) (C-681/18, Publié au Recueil numérique) ECLI:EU:C:2020:823"
C-682/18,"Judgment of 22 June 2021, YouTube and Cyando (C-682/18 and C-683/18, Publié au Recueil numérique) ECLI:EU:C:2021:503"
C-683/18,"Cyando (C-683/18) , see Case  C-682/18"
C-684/18,"Judgment of 28 May 2020, World Comm Trading Gfz (C-684/18, Publié au Recueil numérique) ECLI:EU:C:2020:403"
C-685/18,"Removed from the register on 21 December 2018, Minister for Justice and Equality (C-685/18) ECLI:EU:C:2018:1050"
C-686/18,"Judgment of 16 July 2020, Adusbef and others (C-686/18, Publié au Recueil numérique) ECLI:EU:C:2020:567"
C-687/18,"Removed from the register on 4 November 2019, Associated Newspapers (C-687/18) ECLI:EU:C:2019:988"
C-688/18,"Judgment of 13 February 2020, Spetsializirana prokuratura (Audience en l'absence de la personne poursuivie) (C-688/18, Publié au Recueil numérique) ECLI:EU:C:2020:94"
C-689/18,"Order of 7 March 2019, Elliniko Dimosio (C-689/18) ECLI:EU:C:2019:185"
C-690/18,"Order of 6 May 2021, CLCV and others (Dispositif d’invalidation sur moteur diesel - II) (C-690/18, C-691/18, C-692/18) ECLI:EU:C:2021:363"
C-691/18,"CLCV and others (Dispositif d’invalidation sur moteur diesel - II) (C-691/18) , see Case  C-690/18"
C-692/18,"ATPIC and others (Dispositif d’invalidation sur moteur diesel - II) (C-692/18) , see Case  C-690/18"
C-693/18,"Judgment of 17 December 2020, CLCV and others (Dispositif d’invalidation sur moteur diesel) (C-693/18, Publié au Recueil numérique) ECLI:EU:C:2020:1040"
C-694/18,"Removed from the register on 11 March 2020, Ente Público Radio Televisión Madrid (C-694/18 to C-697/18) ECLI:EU:C:2020:418"
C-695/18,"RTVA (C-695/18) , see Case  C-694/18"
C-696/18,"Radiotelevisión del Principado de Asturias (C-696/18) , see Case  C-694/18"
C-697/18,"Televisión Autonómica de Castilla La Mancha (C-697/18) , see Case  C-694/18"
C-698/18,"Judgment of 9 July 2020, Raiffeisen Bank (C-698/18 and C-699/18, Publié au Recueil numérique) ECLI:EU:C:2020:537"
C-699/18,"BRD Groupe Societé Générale (C-699/18) , see Case  C-698/18"
C-700/18 P,"Order of 14 March 2019, Hungary Restaurant Company and Evolution Gaming Advisory / Commission (C-700/18 P) ECLI:EU:C:2019:215"
C-701/18,"Removed from the register on 31 January 2019, Geld-für-Flug (C-701/18) ECLI:EU:C:2019:126"
C-702/18 P,"Judgment of 18 June 2020, Primart / EUIPO (C-702/18 P, Publié au Recueil numérique) ECLI:EU:C:2020:489"
C-703/18,"Removed from the register on 14 October 2020, Healthspan (C-703/18) ECLI:EU:C:2020:896"
C-704/18,"Judgment of 12 February 2020, Kolev and others (C-704/18) ECLI:EU:C:2020:92"
C-705/18,"Removed from the register on 17 December 2019, Agencia Estatal de la Administración Tributaria (C-705/18)"
C-706/18,"Judgment of 20 November 2019, Belgische Staat (Régime de décision implicite d'acceptation) (C-706/18, Publié au Recueil numérique) ECLI:EU:C:2019:993"
C-707/18,"Judgment of 19 December 2019, Amărăşti Land Investment (C-707/18) ECLI:EU:C:2019:1136"
C-708/18,"Judgment of 11 December 2019, Asociaţia de Proprietari bloc M5A-ScaraA (C-708/18) ECLI:EU:C:2019:1064"
C-709/18,"Order of 28 May 2020, UL and VM (C-709/18) ECLI:EU:C:2020:411"
C-710/18,"Judgment of 23 April 2020, Land Niedersachsen (Previous periods of relevant activity) (C-710/18, Publié au Recueil numérique) ECLI:EU:C:2020:299"
C-711/18,"Removed from the register on 4 November 2019, Ascopiave and others (C-711/18) ECLI:EU:C:2019:990"
C-712/18,"Removed from the register on 23 October 2019, Bezirkshauptmannschaft Hartberg-Fürstenfeld (C-712/18) ECLI:EU:C:2019:1019"
C-713/18,"Removed from the register on 23 October 2019, Bezirkshauptmannschaft Hartberg-Fürstenfeld (C-713/18) ECLI:EU:C:2019:1017"
C-714/18 P,"Judgment of 16 July 2020, ACTC / EUIPO (C-714/18 P, Publié au Recueil numérique) ECLI:EU:C:2020:573"
C-715/18,"Judgment of 19 December 2019, Segler-Vereinigung Cuxhaven (C-715/18) ECLI:EU:C:2019:1138"
C-716/18,"Judgment of 9 July 2020, AJFP Caraş-Severin and DGRFP Timişoara (C-716/18, Publié au Recueil numérique) ECLI:EU:C:2020:540"
C-717/18,"Judgment of 3 March 2020, X (Mandat d'arrêt européen - Double incrimination) (C-717/18, Publié au Recueil numérique) ECLI:EU:C:2020:142"
C-718/18,"Judgment of 2 September 2021, Commission / Germany (Transposition des directives 2009/72 and 2009/73) (C-718/18, Publié au Recueil numérique) ECLI:EU:C:2021:662"
C-719/18,"Judgment of 3 September 2020, Vivendi (C-719/18, Publié au Recueil numérique) ECLI:EU:C:2020:627"
C-720/18,"Judgment of 22 October 2020, Ferrari (C-720/18 and C-721/18, Publié au Recueil numérique) ECLI:EU:C:2020:854"
C-721/18,"Ferrari (C-721/18) , see Case  C-720/18"
C-722/18,"Judgment of 28 November 2019, KROL (C-722/18) ECLI:EU:C:2019:1028"
C-723/18,"Order of 8 May 2019, IGPR - Brigada Autostrăzi şi misiuni speciale (C-723/18) ECLI:EU:C:2019:398"
C-724/18,"Judgment of 22 September 2020, Cali Apartments (C-724/18 and C-727/18, Publié au Recueil numérique) ECLI:EU:C:2020:743"
C-725/18,"Judgment of 30 January 2020, Anton van Zantbeek (C-725/18) ECLI:EU:C:2020:54"
C-726/18,"Removed from the register on 28 April 2020, U.T.G. - Prefettura di Lucca (C-726/18) ECLI:EU:C:2020:365"
C-727/18,"Procureur général près la cour d’appel de Paris and ville de Paris (C-727/18) , see Case  C-724/18"
C-728/18 P,"Order of 25 September 2019, EM Research Organization / EUIPO (C-728/18 P) ECLI:EU:C:2019:781"
C-729/18 P,"Judgment of 25 June 2020, VTB Bank / Council (C-729/18 P) ECLI:EU:C:2020:499"
C-730/18 P,"Judgment of 25 June 2020, SC / Eulex Kosovo (C-730/18 P, Publié au Recueil numérique) ECLI:EU:C:2020:505"
C-731/18 P,"Judgment of 25 June 2020, Vnesheconombank / Council (C-731/18 P) ECLI:EU:C:2020:500"
C-732/18 P,"Judgment of 17 September 2020, Rosneft e.a / Council (C-732/18 P) ECLI:EU:C:2020:727"
C-733/18 P,"Order of 19 March 2019, Sevenfriday / EUIPO (C-733/18 P) ECLI:EU:C:2019:222"
C-734/18 P,"Order of 19 March 2019, Sevenfriday / EUIPO (C-734/18 P) ECLI:EU:C:2019:223"
C-735/18,"Removed from the register on 21 October 2019, Ryanair (C-735/18) ECLI:EU:C:2019:912"
C-736/18 P,"Judgment of 23 April 2020, Gugler France / Gugler and EUIPO (C-736/18 P) ECLI:EU:C:2020:308"
C-737/18,"Judgment of 20 November 2019, Portugal / Commission (Financial corrections under the EAGF and the EAFRD) (C-737/18, Publié au Recueil numérique) ECLI:EU:C:2019:991"
C-738/18 P,"Removed from the register on 19 September 2019, Duferco Long Products / Commission (C-738/18 P) ECLI:EU:C:2019:796"
C-739/18 P,"Order of 2 May 2019, Chefaro Ireland / EUIPO (C-739/18 P) ECLI:EU:C:2019:356"
C-740/18 RX,"Decision of 20 December 2018, Réexamen FN and others / CEPOL (C-740/18 RX) ECLI:EU:C:2018:1049"
C-741/18 P,"Order of 19 December 2019, OPS Újpest / Commission (C-741/18 P) ECLI:EU:C:2019:1104"
C-742/18 P,"Judgment of 3 September 2020, Czech Republic / Commission (C-742/18 P, Publié au Recueil numérique) ECLI:EU:C:2020:628"
C-743/18,"Judgment of 1 October 2020, Elme Messer Metalurgs (C-743/18, Publié au Recueil numérique) ECLI:EU:C:2020:767"
C-744/18 P,"Order of 21 May 2019, Volkswagen / EUIPO (C-744/18 P) ECLI:EU:C:2019:437"
C-745/18,"Removed from the register on 21 June 2019, Skarb Państwa (C-745/18) ECLI:EU:C:2019:561"
C-746/18,"Judgment of 2 March 2021, Prokuratuur (Conditions d’accès aux données relatives aux communications électroniques) (C-746/18, Publié au Recueil numérique) ECLI:EU:C:2021:152"
C-747/18 P,"Order of 19 December 2019, Lux-Rehab Non-Profit / Commission (C-747/18 P) ECLI:EU:C:2019:1105"
C-748/18,"Order of 19 December 2019, Motex / Commission (C-748/18) ECLI:EU:C:2019:1106"
C-749/18,"Judgment of 14 May 2020, B and others (Vertical and horizontal tax integration) (C-749/18, Publié au Recueil numérique) ECLI:EU:C:2020:370"
C-750/18,"Removed from the register on 8 February 2019, A and B (C-750/18) ECLI:EU:C:2019:130"
C-751/18,"Removed from the register   , Totalmédia (C-751/18) ECLI:EU:C:2019:748"
C-752/18,"Judgment of 19 December 2019, Deutsche Umwelthilfe (C-752/18) ECLI:EU:C:2019:1114"
C-753/18,"Judgment of 2 April 2020, Stim and SAMI (C-753/18, Publié au Recueil numérique) ECLI:EU:C:2020:268"
C-754/18,"Judgment of 18 June 2020, Ryanair Designated Activity Company (C-754/18, Publié au Recueil numérique) ECLI:EU:C:2020:478"
C-755/18 P,"Order of 19 March 2019, Shindler and others / Council (C-755/18 P) ECLI:EU:C:2019:221"
C-755/18 OST,"Order of 11 July 2019, Shindler and others / Council (C-755/18 OST) ECLI:EU:C:2019:618"
C-756/18,"Order of 24 October 2019, easyJet Airline (C-756/18, Publié au Recueil numérique) ECLI:EU:C:2019:902"
C-757/18 P,"Order of 19 December 2019, M-Sansz / Commission (C-757/18 P) ECLI:EU:C:2019:1107"
C-758/18,"Removed from the register on 5 April 2019, Bulgarian Air Charter (C-758/18) ECLI:EU:C:2019:367"
C-759/18,"Order of 3 October 2019, OF (Divorce involving a minor) (C-759/18, Publié au Recueil numérique) ECLI:EU:C:2019:816"
C-760/18,"Judgment of 11 February 2021, M.V. and others (Contrats de travail à durée déterminée successifs dans le secteur public) (C-760/18, Publié au Recueil numérique) ECLI:EU:C:2021:113"
C-761/18 P,"Judgment of 21 January 2021, Leino-Sandberg / Parliament (C-761/18 P, Publié au Recueil numérique) ECLI:EU:C:2021:52"
C-762/18,"Judgment of 25 June 2020, Varhoven kasatsionen sad na Republika Bulgaria (C-762/18 and C-37/19, Publié au Recueil numérique) ECLI:EU:C:2020:504"
C-763/18 P,"Removed from the register on 13 November 2020, Wallapop / EUIPO (C-763/18 P) ECLI:EU:C:2020:998"
C-763/18 P-INT,"Order of 11 February 2021, Wallapop / EUIPO (C-763/18 P-INT) ECLI:EU:C:2021:109"
C-763/18 P-DEP,"Removed from the register on 4 July 2023, Unipreus / Wallapop (C-763/18 P-DEP)"
C-764/18,"Judgment of 27 January 2021, Orange España (C-764/18, Publié au Recueil numérique) ECLI:EU:C:2021:70"
C-765/18,"Judgment of 2 April 2020, Stadtwerke Neuwied (C-765/18, Publié au Recueil numérique) ECLI:EU:C:2020:270"
C-766/18 P,"Judgment of 5 March 2020, Foundation for the Protection of the Traditional Cheese of Cyprus named Halloumi / EUIPO (C-766/18 P) ECLI:EU:C:2020:170"
C-767/18 P,"Cyprus / EUIPO (C-767/18 P) , see Case  C-608/18 P"
C-768/18 P,"Order of 19 March 2019, Michal Harvilik - HYDRA / Czech Republic and Cour européenne des droits de l'homme (C-768/18 P) ECLI:EU:C:2019:225"
C-769/18,"Judgment of 12 March 2020, Caisse d’assurance retraite and de la santé au travail d’Alsace-Moselle (C-769/18) ECLI:EU:C:2020:203"
C-770/18 P,"Order of 21 May 2019, Pint / Commission (C-770/18 P) ECLI:EU:C:2019:436"
