id,description
C-386/18,"Judgment of 19 December 2019, Coöperatieve Producentenorganisatie en Beheersgroep Texel (C-386/18) ECLI:EU:C:2019:1122"
C-387/18,"Judgment of 3 July 2019, Delfarma (C-387/18) ECLI:EU:C:2019:556"
C-388/18,"Judgment of 29 July 2019, B (Turnover of a second-hand car dealer) (C-388/18, Publié au Recueil numérique) ECLI:EU:C:2019:642"
C-389/18,"Judgment of 19 December 2019, Brussels Securities (C-389/18) ECLI:EU:C:2019:1132"
C-390/18,"Judgment of 19 December 2019, Airbnb Ireland (C-390/18) ECLI:EU:C:2019:1112"
C-391/18,"Removed from the register on 8 April 2019, Commission / Croatie (Programme national - déchets radioactifs) (C-391/18) ECLI:EU:C:2019:366"
C-392/18 P,"Order of 7 March 2019, Bettani / Commission (C-392/18 P) ECLI:EU:C:2019:186"
C-392/18 P-INT,"Order of 3 September 2020, Bettani / Commission (C-392/18 P-INT) ECLI:EU:C:2020:656"
C-393/18 PPU,"Judgment of 17 October 2018, UD (C-393/18 PPU) ECLI:EU:C:2018:835"
C-394/18,"Judgment of 30 January 2020, I.G.I. (C-394/18) ECLI:EU:C:2020:56"
C-395/18,"Judgment of 30 January 2020, Tim (C-395/18) ECLI:EU:C:2020:58"
C-396/18,"Judgment of 7 November 2019, Cafaro (C-396/18) ECLI:EU:C:2019:929"
C-397/18,"Judgment of 11 September 2019, Nobel Plastiques Ibérica (C-397/18) ECLI:EU:C:2019:703"
C-398/18,"Judgment of 5 December 2019, Bocero Torrico (C-398/18 and C-428/18) ECLI:EU:C:2019:1050"
C-399/18,"Removed from the register on 18 January 2019, Vereniging Gasopslag Nederland and others (C-399/18) ECLI:EU:C:2019:93"
C-400/18,"Judgment of 20 November 2019, Infohos (C-400/18) ECLI:EU:C:2019:992"
C-401/18,"Judgment of 23 April 2020, Herst (C-401/18, Publié au Recueil numérique) ECLI:EU:C:2020:295"
C-402/18,"Judgment of 27 November 2019, Tedeschi and Consorzio Stabile Istant Service (C-402/18) ECLI:EU:C:2019:1023"
C-403/18 P,"Judgment of 17 October 2019, Alcogroup and Alcodis / Commission (C-403/18 P, Publié au Recueil numérique) ECLI:EU:C:2019:870"
C-404/18,"Judgment of 20 June 2019, Hakelbracht and others (C-404/18) ECLI:EU:C:2019:523"
C-405/18,"Judgment of 27 February 2020, AURES Holdings (C-405/18) ECLI:EU:C:2020:127"
C-406/18,"Judgment of 19 March 2020, PG (C-406/18) ECLI:EU:C:2020:216"
C-407/18,"Judgment of 26 June 2019, Addiko Bank (C-407/18, Publié au Recueil numérique) ECLI:EU:C:2019:537"
C-408/18 P,"Order of 13 December 2018, Senetic / EUIPO (C-408/18 P) ECLI:EU:C:2018:1010"
C-409/18 P,"Order of 13 December 2018, Senetic / EUIPO (C-409/18 P) ECLI:EU:C:2018:1008"
C-410/18,"Judgment of 10 July 2019, Aubriet (C-410/18) ECLI:EU:C:2019:582"
C-411/18 P,"Order of 3 October 2018, Romantik Hotels & Restaurants / EUIPO (C-411/18 P) ECLI:EU:C:2018:823"
C-412/18 P,"Order of 22 November 2018, King / Commission (C-412/18 P) ECLI:EU:C:2018:947"
C-413/18 P,"Judgment of 4 December 2019, H / Council (C-413/18 P) ECLI:EU:C:2019:1044"
C-414/18,"Judgment of 3 December 2019, Iccrea Banca (C-414/18) ECLI:EU:C:2019:1036"
C-415/18 P,"Order of 10 January 2019, CBA Spielapparate- und Restaurantbetrieb / Commission (C-415/18 P) ECLI:EU:C:2019:6"
C-416/18 P,"Judgment of 11 July 2019, Azarov / Council (C-416/18 P) ECLI:EU:C:2019:602"
C-417/18,"Judgment of 5 September 2019, AW and others (Calls to 112) (C-417/18, Publié au Recueil numérique) ECLI:EU:C:2019:671"
C-418/18 P,"Judgment of 19 December 2019, Puppinck and others / Commission (C-418/18 P) ECLI:EU:C:2019:1113"
C-419/18,"Judgment of 7 November 2019, Profi Credit Polska (C-419/18 and C-483/18) ECLI:EU:C:2019:930"
C-420/18,"Judgment of 13 June 2019, IO (TVA - Activité de membre d’un conseil de surveillance) (C-420/18, Publié au Recueil numérique) ECLI:EU:C:2019:490"
C-421/18,"Judgment of 5 December 2019, Ordre des avocats du barreau de Dinant (C-421/18) ECLI:EU:C:2019:1053"
C-422/18 PPU,"Order of 27 September 2018, FR (C-422/18 PPU) ECLI:EU:C:2018:784"
C-423/18,"Judgment of 17 October 2019, Südzucker (C-423/18, Publié au Recueil numérique) ECLI:EU:C:2019:872"
C-424/18,"Order of 20 June 2019, Italy Emergenza and Associazione Volontaria di Pubblica Assistenza ""Croce Verde"" (C-424/18, Publié au Recueil numérique) ECLI:EU:C:2019:528"
C-425/18,"Order of 4 June 2019, Consorzio Nazionale Servizi (C-425/18, Publié au Recueil numérique) ECLI:EU:C:2019:476"
C-426/18 P,"Order of 31 January 2019, Iordăchescu / Parliament and others (C-426/18 P) ECLI:EU:C:2019:89"
C-427/18 P,"Judgment of 26 February 2020, SEAE / Alba Aguilera and others (C-427/18 P) ECLI:EU:C:2020:109"
C-428/18,"Bode (C-428/18) , see Case  C-398/18"
C-429/18,"Fernández Álvarez and others (C-429/18) , see Case  C-103/18"
C-430/18,"Removed from the register on 5 September 2019, Commission / Spain (C-430/18) ECLI:EU:C:2019:749"
C-431/18,"Order of 11 December 2019, Bueno Ruiz and Zurich Insurance (C-431/18) ECLI:EU:C:2019:1082"
C-432/18,"Judgment of 4 December 2019, Consorzio Tutela Aceto Balsamico di Modena (C-432/18) ECLI:EU:C:2019:1045"
C-433/18,"Judgment of 12 December 2019, Aktiva Finants (C-433/18) ECLI:EU:C:2019:1074"
C-434/18,"Judgment of 11 July 2019, Commission / Italy (Programme national - déchets radioactifs) (C-434/18) ECLI:EU:C:2019:603"
C-435/18,"Judgment of 12 December 2019, Otis and others (C-435/18) ECLI:EU:C:2019:1069"
C-436/18 P,"Judgment of 29 July 2019, Shanxi Taigang Stainless Steel / Commission (C-436/18 P) ECLI:EU:C:2019:643"
C-437/18,"Removed from the register on 11 April 2019, Lebopoll Logistics (C-437/18) ECLI:EU:C:2019:454"
C-438/18,"Order of 15 July 2019, Galeria Parque Nascente (C-438/18) ECLI:EU:C:2019:619"
C-439/18,"Order of 15 October 2019, AEAT (Calculation of the length of service of vertical-cyclical part-time workers) (C-439/18 and C-472/18) ECLI:EU:C:2019:858"
C-440/18 P,"Order of 30 January 2019, Verein Deutsche Sprache / Commission (C-440/18 P) ECLI:EU:C:2019:77"
C-441/18 AJ,"Order of 22 November 2018, RE (C-441/18 AJ)"
C-442/18 P,"Judgment of 19 December 2019, ECB / Espírito Santo Financial (Portugal) (C-442/18 P) ECLI:EU:C:2019:1117"
C-443/18,"Judgment of 5 September 2019, Commission / Italy (Bacteria Xylella fastidiosa) (C-443/18, Publié au Recueil numérique) ECLI:EU:C:2019:676"
C-444/18,"Order of 9 January 2019, Fluctus and Fluentum (C-444/18) ECLI:EU:C:2019:1"
C-445/18,"Judgment of 14 November 2019, Vaselife International and Chrysal International (C-445/18, Publié au Recueil numérique) ECLI:EU:C:2019:968"
C-446/18,"Judgment of 14 May 2020, AGROBET CZ (C-446/18, Publié au Recueil numérique) ECLI:EU:C:2020:369"
C-447/18,"Judgment of 18 December 2019, Generálny riaditeľ Sociálnej poisťovne Bratislava (C-447/18) ECLI:EU:C:2019:1098"
C-448/18,"Removed from the register on 6 September 2018, Münchener Hypothekenbank (C-448/18) ECLI:EU:C:2018:770"
C-449/18 P,"Judgment of 17 September 2020, EUIPO / Messi Cuccittini (C-449/18 P and C-474/18 P) ECLI:EU:C:2020:722"
C-450/18,"Judgment of 12 December 2019, Instituto Nacional de la Seguridad Social (Pension supplement for mothers) (C-450/18, Publié au Recueil numérique) ECLI:EU:C:2019:1075"
C-451/18,"Judgment of 29 July 2019, Tibor-Trans (C-451/18) ECLI:EU:C:2019:635"
C-452/18,"Judgment of 9 July 2020, Ibercaja Banco (C-452/18, Publié au Recueil numérique) ECLI:EU:C:2020:536"
C-453/18,"Judgment of 19 December 2019, Bondora (C-453/18 and C-494/18) ECLI:EU:C:2019:1118"
C-454/18,"Judgment of 11 March 2020, Baltic Cable (C-454/18) ECLI:EU:C:2020:189"
C-455/18 P,"Order of 8 December 2020, Spieker / EUIPO (C-455/18 P) ECLI:EU:C:2020:1005"
C-456/18 P,"Judgment of 4 June 2020, Hungary / Commission (C-456/18 P, Publié au Recueil numérique) ECLI:EU:C:2020:421"
C-457/18,"Judgment of 31 January 2020, Slovenia / Croatie (C-457/18) ECLI:EU:C:2020:65"
C-458/18,"Judgment of 2 April 2020, GVC Services (Bulgaria) (C-458/18, Publié au Recueil numérique) ECLI:EU:C:2020:266"
C-459/18,"Judgment of 17 October 2019, Argenta Spaarbank (C-459/18, Publié au Recueil numérique) ECLI:EU:C:2019:871"
C-460/18 P,"Judgment of 19 December 2019, HK / Commission (C-460/18 P) ECLI:EU:C:2019:1119"
C-461/18 P,"Judgment of 3 December 2020, Changmao Biochemical Engineering / Distillerie Bonollo and others (C-461/18 P, Publié au Recueil numérique) ECLI:EU:C:2020:979"
C-462/18 P,"Order of 21 March 2019, Troszczynski / Parliament (C-462/18 P) ECLI:EU:C:2019:239"
C-463/18 P,"Order of 15 January 2019, CeramTec / EUIPO (C-463/18 P) ECLI:EU:C:2019:18"
C-464/18,"Judgment of 11 April 2019, Ryanair (C-464/18, Publié au Recueil numérique) ECLI:EU:C:2019:311"
C-465/18,"Judgment of 19 December 2019, Comune di Bernareggio (C-465/18) ECLI:EU:C:2019:1125"
C-466/18,"Removed from the register on 7 November 2018, Porsche Inter Auto (C-466/18) ECLI:EU:C:2018:948"
C-467/18,"Judgment of 19 September 2019, Rayonna prokuratura Lom (C-467/18) ECLI:EU:C:2019:765"
C-468/18,"Judgment of 5 September 2019, R (Jurisdiction for Parental Responsibility and Maintenance) (C-468/18, Publié au Recueil numérique) ECLI:EU:C:2019:666"
C-469/18,"Judgment of 24 October 2019, Belgische Staat (C-469/18 and C-470/18) ECLI:EU:C:2019:895"
C-470/18,"Belgische Staat (C-470/18) , see Case  C-469/18"
C-471/18 P,"Judgment of 21 January 2021, Germany / Esso Raffinage (C-471/18 P, Publié au Recueil numérique) ECLI:EU:C:2021:48"
C-472/18,"AEAT (Calculation of the length of service of vertical-cyclical part-time workers) (C-472/18) , see Case  C-439/18"
C-473/18,"Judgment of 4 September 2019, Bundesagentur für Arbeit - Familienkasse Baden-Württemberg West (C-473/18, Publié au Recueil numérique) ECLI:EU:C:2019:662"
C-474/18 P,"J-M.-E.V. e hijos / Messi Cuccittini (C-474/18 P) , see Case  C-449/18 P"
C-475/18,"Order of 20 June 2019, SATI (C-475/18) ECLI:EU:C:2019:526"
C-476/18,"Removed from the register on 24 June 2019, PannonHitel (C-476/18) ECLI:EU:C:2019:571"
C-477/18,"Judgment of 19 December 2019, Exportslachterij J. Gosschalk (C-477/18 and C-478/18) ECLI:EU:C:2019:1126"
C-478/18,"Compaxo Vlees Zevenaar and others (C-478/18) , see Case  C-477/18"
C-479/18,"UNIQA Österreich Versicherungen and others (C-479/18) , see Case  C-355/18"
C-480/18,"Judgment of 2 April 2020, PrivatBank (C-480/18, Publié au Recueil numérique) ECLI:EU:C:2020:274"
C-481/18,"Judgment of 29 July 2019, Commission / Italy (Human tissues and cells) (C-481/18) ECLI:EU:C:2019:636"
C-482/18,"Judgment of 3 March 2020, Google Ireland (C-482/18) ECLI:EU:C:2020:141"
C-483/18,"Profi Credit Polska (C-483/18) , see Case  C-419/18"
C-484/18,"Judgment of 14 November 2019, Spedidam and others (C-484/18, Publié au Recueil numérique) ECLI:EU:C:2019:970"
C-485/18,"Judgment of 1 October 2020, Groupe Lactalis (C-485/18, Publié au Recueil numérique) ECLI:EU:C:2020:763"
C-486/18,"Judgment of 8 May 2019, Praxair MRC (C-486/18) ECLI:EU:C:2019:379"
C-487/18,"Removed from the register on 17 December 2018, Commission / Austria (C-487/18) ECLI:EU:C:2018:1048"
C-488/18,"Judgment of 10 December 2020, Golfclub Schloss Igling (C-488/18, Publié au Recueil numérique) ECLI:EU:C:2020:1013"
C-489/18,"Order of 15 January 2019, Farmland (C-489/18) ECLI:EU:C:2019:19"
C-490/18,"Judgment of 16 October 2019, Agrárminiszter (C-490/18) ECLI:EU:C:2019:863"
C-491/18,"Order of 13 December 2018, Mennica Wrocławska (C-491/18) ECLI:EU:C:2018:1042"
C-492/18 PPU,"Judgment of 12 February 2019, TC (C-492/18 PPU, Publié au Recueil numérique) ECLI:EU:C:2019:108"
C-493/18,"Judgment of 4 December 2019, Tiger and others (C-493/18) ECLI:EU:C:2019:1046"
C-494/18,"Bondora (C-494/18) , see Case  C-453/18"
C-495/18,"Order of 1 October 2019, YX (forwarding of a judgment to the Member State of nationality of the sentenced person) (C-495/18, Publié au Recueil numérique) ECLI:EU:C:2019:808"
C-496/18,"Judgment of 26 March 2020, HUNGEOD and others (C-496/18 and C-497/18) ECLI:EU:C:2020:240"
C-497/18,"Budapesti Közlekedési Zrt. (C-497/18) , see Case  C-496/18"
C-498/18,"Removed from the register on 11 February 2019, Deutsche Lufthansa (C-498/18) ECLI:EU:C:2019:143"
C-499/18 P,"Judgment of 6 May 2021, Bayer CropScience and Bayer / Commission (C-499/18 P, Publié au Recueil numérique) ECLI:EU:C:2021:367"
C-500/18,"Judgment of 2 April 2020, Reliantco Investment and Reliantco Investment Limassol Sucursala Bucureşti (C-500/18, Publié au Recueil numérique) ECLI:EU:C:2020:264"
C-501/18,"Judgment of 25 March 2021, Balgarska Narodna Banka (C-501/18, Publié au Recueil numérique) ECLI:EU:C:2021:249"
C-502/18,"Judgment of 11 July 2019, České aerolinie (C-502/18) ECLI:EU:C:2019:604"
C-503/18 P,"Judgment of 6 June 2019, Barnett / EESC (C-503/18 P) ECLI:EU:C:2019:474"
C-505/18,"Judgment of 13 June 2019, COPEBI (C-505/18) ECLI:EU:C:2019:500"
C-506/18 P,"Order of 21 January 2020, Parliament / Josefsson (C-506/18 P) ECLI:EU:C:2020:39"
C-507/18,"Judgment of 23 April 2020, Associazione Avvocatura per i diritti LGBTI (C-507/18, Publié au Recueil numérique) ECLI:EU:C:2020:289"
C-508/18,"Judgment of 27 May 2019, OG (Parquet de Lübeck) (C-508/18 and C-82/19 PPU, Publié au Recueil numérique) ECLI:EU:C:2019:456"
C-509/18,"Judgment of 27 May 2019, PF (Prosecutor General of Lithuania) (C-509/18, Publié au Recueil numérique) ECLI:EU:C:2019:457"
C-510/18 P,"Order of 14 February 2019, Prada / EUIPO (C-510/18 P) ECLI:EU:C:2019:117"
C-511/18,"Judgment of 6 October 2020, La Quadrature du Net and others (C-511/18, C-512/18 and C-520/18, Publié au Recueil numérique) ECLI:EU:C:2020:791"
C-512/18,"French Data Network and others (C-512/18) , see Case  C-511/18"
C-513/18,"Judgment of 30 January 2020, Autoservizi Giordano (C-513/18) ECLI:EU:C:2020:59"
C-514/18 P,"Judgment of 17 October 2019, Landeskammer für Land- und Forstwirtschaft in Steiermark / Schmid (C-514/18 P) ECLI:EU:C:2019:878"
C-514/18 DEP,"Order of 4 March 2021, Schmid / Landeskammer für Land- und Forstwirtschaft in Steiermark (C-514/18 DEP) ECLI:EU:C:2021:180"
C-515/18,"Judgment of 24 October 2019, Autorità Garante della Concorrenza e del Mercato (Direct award of a public transport service contract) (C-515/18, Publié au Recueil numérique) ECLI:EU:C:2019:893"
C-516/18,"Removed from the register on 22 August 2018, Sun Express Deutschland (C-516/18) ECLI:EU:C:2018:730"
C-517/18,"Pending Case, Fédération des fabricants de cigares (C-517/18) ECLI:EU:C:2019:780"
C-518/18,"Judgment of 27 June 2019, RD (Certification as a European Enforcement Order) (C-518/18, Publié au Recueil numérique) ECLI:EU:C:2019:546"
C-519/18,"Judgment of 12 December 2019, Bevándorlási és Menekültügyi Hivatal (Regroupement familial - sœur de réfugié) (C-519/18, Publié au Recueil numérique) ECLI:EU:C:2019:1070"
C-520/18,"Ordre des barreaux francophones and germanophone and others (C-520/18) , see Case  C-511/18"
C-521/18,"Judgment of 28 October 2020, Pegaso and Sistemi di Sicurezza (C-521/18, Publié au Recueil numérique) ECLI:EU:C:2020:867"
C-522/18,"Order of 29 January 2020, Zakład Ubezpieczeń Społecznych (C-522/18, Publié au Recueil numérique) ECLI:EU:C:2020:42"
C-523/18,"Judgment of 19 December 2019, Engie Cartagena (C-523/18) ECLI:EU:C:2019:1129"
C-524/18,"Judgment of 30 January 2020, Dr. Willmar Schwabe (C-524/18) ECLI:EU:C:2020:60"
C-525/18 P,"Order of 21 May 2019, Le Pen / Parliament (C-525/18 P) ECLI:EU:C:2019:435"
C-526/18,"Removed from the register on 23 October 2018, AA (C-526/18) ECLI:EU:C:2018:894"
C-527/18,"Judgment of 19 September 2019, Gesamtverband Autoteile-Handel (C-527/18) ECLI:EU:C:2019:762"
C-528/18 P,"Judgment of 13 November 2019, Outsource Professional Services / EUIPO (C-528/18 P) ECLI:EU:C:2019:961"
C-529/18 P,"Judgment of 24 March 2022, PJ / EUIPO (C-529/18 P and C-531/18 P, Publié au Recueil numérique) ECLI:EU:C:2022:218"
C-530/18,"Order of 10 July 2019, EP (Parental Responsibility and Court Better Placed to Hear the Case) (C-530/18, Publié au Recueil numérique) ECLI:EU:C:2019:583"
C-531/18 P,"PC / EUIPO (C-531/18 P) , see Case  C-529/18 P"
C-532/18,"Judgment of 19 December 2019, Niki Luftfahrt (C-532/18) ECLI:EU:C:2019:1127"
C-533/18 P,"Order of 8 January 2019, Emcur / EUIPO (C-533/18 P) ECLI:EU:C:2019:2"
C-534/18 P,"Removed from the register on 12 June 2020, Uribe-Etxebarría Jiménez / EUIPO (C-534/18 P) ECLI:EU:C:2020:556"
C-535/18,"Judgment of 28 May 2020, Land Nordrhein-Westfalen (C-535/18, Publié au Recueil numérique) ECLI:EU:C:2020:391"
C-536/18,"Removed from the register on 21 February 2020, Landesamt für Verbraucherschutz (C-536/18) ECLI:EU:C:2020:198"
C-537/18,"Removed from the register on 3 February 2020, Krajowa Rada Sądownictwa (C-537/18) ECLI:EU:C:2020:136"
C-538/18 P,"Judgment of 30 January 2020, České dráhy / Commission (C-538/18 P and C-539/18 P) ECLI:EU:C:2020:53"
C-539/18 P,"České dráhy / Commission (C-539/18 P) , see Case  C-538/18 P"
C-540/18 P,"Judgment of 11 September 2019, HX / Council (C-540/18 P) ECLI:EU:C:2019:707"
C-541/18,"Judgment of 12 September 2019, Deutsches Patent- und Markenamt (#darferdas?) (C-541/18, Publié au Recueil numérique) ECLI:EU:C:2019:725"
C-542/18 RX,"Decision of 17 September 2018, Réexamen Simpson / Council (C-542/18 RX, Publié au Recueil numérique) ECLI:EU:C:2018:763"
C-542/18 RX-II,"Judgment of 26 March 2020, Réexamen Simpson / Council (C-542/18 RX-II and C-543/18 RX-II, Publié au Recueil numérique) ECLI:EU:C:2020:232"
C-543/18 RX,"Decision of 17 September 2018, Réexamen HG / Commission (C-543/18 RX, Publié au Recueil numérique) ECLI:EU:C:2018:764"
C-543/18 RX-II,"Réexamen HG / Commission (C-543/18 RX-II) , see Case  C-542/18 RX-II"
C-544/18,"Judgment of 19 September 2019, Dakneviciute (C-544/18) ECLI:EU:C:2019:761"
C-545/18,"Order of 4 April 2019, Finanzamt Linz (Austrian legislation on games of chance) (C-545/18) ECLI:EU:C:2019:286"
C-546/18,"Judgment of 9 September 2021, Adler Real Estate and others (C-546/18, Publié au Recueil numérique) ECLI:EU:C:2021:711"
C-547/18,"Judgment of 7 May 2020, Dong Yang Electronics (C-547/18, Publié au Recueil numérique) ECLI:EU:C:2020:350"
C-548/18,"Judgment of 9 October 2019, BGL BNP Paribas (C-548/18) ECLI:EU:C:2019:848"
C-549/18,"Judgment of 16 July 2020, Commission / Romania (Anti-money laundering) (C-549/18, Publié au Recueil numérique) ECLI:EU:C:2020:563"
C-550/18,"Judgment of 16 July 2020, Commission / Ireland (Anti-money laundering) (C-550/18, Publié au Recueil numérique) ECLI:EU:C:2020:564"
C-551/18 PPU,"Judgment of 6 December 2018, IK (Exécution d'une peine complémentaire) (C-551/18 PPU, Publié au Recueil numérique) ECLI:EU:C:2018:991"
C-552/18,"Order of 20 November 2019, Indaco Service (C-552/18) ECLI:EU:C:2019:997"
C-553/18 P,"Order of 15 January 2019, Lion's Head Global Partners / EUIPO (C-553/18 P) ECLI:EU:C:2019:21"
C-554/18 P,"Order of 15 January 2019, Lion's Head Global Partners / EUIPO (C-554/18 P) ECLI:EU:C:2019:20"
C-555/18,"Judgment of 7 November 2019, K.H.K. (Account Preservation) (C-555/18, Publié au Recueil numérique) ECLI:EU:C:2019:937"
C-556/18,"Judgment of 26 September 2019, Commission / Spain (Eaux - Mise à jour des plans de gestion des îles Canaries) (C-556/18) ECLI:EU:C:2019:785"
C-557/18,"Removed from the register on 8 November 2018, Eurowings (C-557/18) ECLI:EU:C:2018:950"
C-558/18,"Judgment of 26 March 2020, Miasto Łowicz (Régime disciplinaire concernant les magistrats) (C-558/18 and C-563/18, Publié au Recueil numérique) ECLI:EU:C:2020:234"
C-559/18,"Judgment of 5 September 2019, TDK-Lambda Germany (C-559/18) ECLI:EU:C:2019:667"
C-560/18 P,"Judgment of 30 April 2020, Izba Gospodarcza Producentów i Operatorów Urządzeń Rozrywkowych / Commission (C-560/18 P, Publié au Recueil numérique) ECLI:EU:C:2020:330"
C-561/18,"Order of 6 February 2019, Solvay Chemicals (C-561/18, Publié au Recueil numérique) ECLI:EU:C:2019:101"
C-562/18,"Removed from the register on 13 June 2019, X (C-562/18) ECLI:EU:C:2019:506"
C-563/18,"Prokurator Generalny (Régime disciplinaire concernant les magistrats) (C-563/18) , see Case  C-558/18"
C-564/18,"Judgment of 19 March 2020, Bevándorlási és Menekültügyi Hivatal (Tompa) (C-564/18, Publié au Recueil numérique) ECLI:EU:C:2020:218"
C-565/18,"Judgment of 30 April 2020, Société Générale (C-565/18, Publié au Recueil numérique) ECLI:EU:C:2020:318"
C-566/18,"Removed from the register on 11 January 2019, Austrian Airlines (C-566/18) ECLI:EU:C:2019:71"
C-567/18,"Judgment of 2 April 2020, Coty Germany (C-567/18, Publié au Recueil numérique) ECLI:EU:C:2020:267"
C-568/18 P,"Order of 17 December 2019, Rogesa / Commission (C-568/18 P) ECLI:EU:C:2019:1092"
C-569/18,"Judgment of 17 October 2019, Caseificio Cirigliana and others (C-569/18) ECLI:EU:C:2019:873"
C-570/18 P,"Judgment of 25 June 2020, HF / Parliament (C-570/18 P, Publié au Recueil numérique) ECLI:EU:C:2020:490"
C-571/18 P,"Order of 14 February 2019, Pereira / Commission (C-571/18 P) ECLI:EU:C:2019:119"
C-572/18 P,"Judgment of 22 April 2021, thyssenkrupp Electrical Steel and thyssenkrupp Electrical Steel Ugo / Commission (C-572/18 P, Publié au Recueil numérique) ECLI:EU:C:2021:317"
C-573/18,"Judgment of 9 October 2019, C (VAT and agricultural subsidies) (C-573/18 and C-574/18, Publié au Recueil numérique) ECLI:EU:C:2019:847"
C-574/18,"C (VAT and agricultural subsidies) (C-574/18) , see Case  C-573/18"
C-575/18 P,"Judgment of 9 July 2020, Czech Republic / Commission (C-575/18 P, Publié au Recueil numérique) ECLI:EU:C:2020:530"
C-576/18,"Judgment of 12 March 2020, Commission / Italy (Aides illégales au secteur hôtelier en Sardaigne) (C-576/18) ECLI:EU:C:2020:202"
C-577/18 P,"Order of 22 January 2019, Kerstens / Commission (C-577/18 P) ECLI:EU:C:2019:129"
C-577/18 P-REV,"Order of 2 April 2020, Kerstens / Commission (C-577/18 P-REV) ECLI:EU:C:2020:250"
C-578/18,"Judgment of 23 January 2020, Energiavirasto (C-578/18) ECLI:EU:C:2020:35"
C-579/18,"Judgment of 17 October 2019, Comida paralela 12 (C-579/18, Publié au Recueil numérique) ECLI:EU:C:2019:875"
C-580/18 P,"Removed from the register on 14 August 2019, Nestlé Unternehmungen Deutschland / Lotte (C-580/18 P) ECLI:EU:C:2019:689"
C-581/18,"Judgment of 11 June 2020, TÜV Rheinland LGA Products and Allianz IARD (C-581/18, Publié au Recueil numérique) ECLI:EU:C:2020:453"
C-582/18 P,"Judgment of 19 December 2019, Viscas / Commission (C-582/18 P) ECLI:EU:C:2019:1133"
C-583/18,"Judgment of 12 March 2020, Verbraucherzentrale Berlin (C-583/18) ECLI:EU:C:2020:199"
C-584/18,"Judgment of 30 April 2020, Blue Air - Airline Management Solutions (C-584/18, Publié au Recueil numérique) ECLI:EU:C:2020:324"
C-585/18,"Judgment of 19 November 2019, A.K. (Independence of the Disciplinary Chamber of the Supreme Court) (C-585/18, C-624/18 and C-625/18, Publié au Recueil numérique) ECLI:EU:C:2019:982"
C-586/18 P,"Judgment of 4 March 2020, Buonotourist / Commission (C-586/18 P, Publié au Recueil numérique) ECLI:EU:C:2020:152"
C-587/18 P,"Judgment of 4 March 2020, CSTP Azienda della Mobilità / Commission (C-587/18 P) ECLI:EU:C:2020:150"
C-588/18,"Judgment of 4 June 2020, FETICO and others (C-588/18, Publié au Recueil numérique) ECLI:EU:C:2020:420"
C-589/18 P,"Judgment of 19 December 2019, Furukawa Electric / Commission (C-589/18 P) ECLI:EU:C:2019:1134"
C-590/18 P,"Judgment of 19 December 2019, Fujikura / Commision (C-590/18 P) ECLI:EU:C:2019:1135"
C-591/18 P,"Judgment of 28 November 2019, Brugg Kabel and Kabelwerke Brugg / Commission (C-591/18 P) ECLI:EU:C:2019:1026"
C-592/18,"Judgment of 19 December 2019, Darie (C-592/18) ECLI:EU:C:2019:1140"
C-593/18 P,"Judgment of 28 November 2019, ABB / Commission (C-593/18 P) ECLI:EU:C:2019:1027"
C-594/18 P,"Judgment of 22 September 2020, Austria / Commission (C-594/18 P, Publié au Recueil numérique) ECLI:EU:C:2020:742"
C-595/18 P,"Judgment of 27 January 2021, The Goldman Sachs Group / Commission (C-595/18 P, Publié au Recueil numérique) ECLI:EU:C:2021:73"
C-596/18 P,"Judgment of 28 November 2019, LS Cable & System / Commission (C-596/18 P) ECLI:EU:C:2019:1025"
C-597/18 P,"Judgment of 16 December 2020, Council / K. Chrysostomides & Co. and others (C-597/18 P, C-598/18 P, C-603/18 P and C-604/18 P, Publié au Recueil numérique) ECLI:EU:C:2020:1028"
C-598/18 P,"Council / Bourdouvali and others (C-598/18 P) , see Case  C-597/18 P"
C-599/18 P,"Judgment of 14 November 2019, Silec Cable and General Cable / Commission (C-599/18 P) ECLI:EU:C:2019:966"
C-600/18,"Judgment of 26 September 2019, UTEP 2006. (C-600/18) ECLI:EU:C:2019:784"
C-601/18 P,"Judgment of 24 September 2020, Prysmian and Prysmian Cavi e Sistemi / Commission (C-601/18 P, Publié au Recueil numérique) ECLI:EU:C:2020:751"
C-602/18 P,"Order of 18 October 2018, Star Television Productions / EUIPO (C-602/18 P) ECLI:EU:C:2018:849"
C-603/18 P DEP,"Removed from the register   , ECB / K. Chrysostomides & Co. and others (C-603/18 P DEP) ECLI:EU:C:2023:472"
C-603/18 P,"K. Chrysostomides & Co. and others / Council (C-603/18 P) , see Case  C-597/18 P"
C-604/18 P-DEP,"Removed from the register on 23 May 2023, ECB / Bourdouvali and others (C-604/18 P-DEP) ECLI:EU:C:2023:474"
C-604/18 P,"Bourdouvali and others / Council (C-604/18 P) , see Case  C-597/18 P"
C-605/18,"Judgment of 9 September 2021, Adler Real Estate and others (C-605/18, Publié au Recueil numérique) ECLI:EU:C:2021:712"
C-606/18 P,"Judgment of 16 July 2020, Nexans France and Nexans / Commission (C-606/18 P, Publié au Recueil numérique) ECLI:EU:C:2020:571"
C-607/18 P,"Judgment of 14 May 2020, NKT Verwaltung and NKT / Commission (C-607/18 P) ECLI:EU:C:2020:385"
